department_code;department_name;municipality_code;municipality_name;type;longitude;latitude
5;antioquia;5001;medellín;municipio;-75,581775;6,246631
5;antioquia;5002;abejorral;municipio;-75,428739;5,789315
5;antioquia;5004;abriaquí;municipio;-76,064304;6,632282
5;antioquia;5021;alejandría;municipio;-75,141346;6,376061
5;antioquia;5030;amagá;municipio;-75,702188;6,038708
5;antioquia;5031;amalfi;municipio;-75,077501;6,909655
5;antioquia;5034;andes;municipio;-75,878828;5,657194
5;antioquia;5036;angelópolis;municipio;-75,711389;6,109719
5;antioquia;5038;angostura;municipio;-75,335116;6,885175
5;antioquia;5040;anorí;municipio;-75,148355;7,074703
5;antioquia;5042;santa fé de antioquia;municipio;-75,826648;6,556484
5;antioquia;5044;anzá;municipio;-75,854442;6,302641
5;antioquia;5045;apartadó;municipio;-76,625279;7,882968
5;antioquia;5051;arboletes;municipio;-76,426708;8,849317
5;antioquia;5055;argelia;municipio;-75,14107;5,731474
5;antioquia;5059;armenia;municipio;-75,786647;6,155667
5;antioquia;5079;barbosa;municipio;-75,331627;6,439195
5;antioquia;5086;belmira;municipio;-75,667779;6,606319
5;antioquia;5088;bello;municipio;-75,555245;6,333587
5;antioquia;5091;betania;municipio;-75,97679;5,74615
5;antioquia;5093;betulia;municipio;-75,984452;6,115208
5;antioquia;5101;ciudad bolívar;municipio;-76,021509;5,850273
5;antioquia;5107;briceño;municipio;-75,55036;7,112803
5;antioquia;5113;buriticá;municipio;-75,907;6,720759
5;antioquia;5120;cáceres;municipio;-75,35205;7,578366
5;antioquia;5125;caicedo;municipio;-75,98293;6,405607
5;antioquia;5129;caldas;municipio;-75,633673;6,091077
5;antioquia;5134;campamento;municipio;-75,298091;6,979771
5;antioquia;5138;cañasgordas;municipio;-76,028228;6,753859
5;antioquia;5142;caracolí;municipio;-74,757421;6,409829
5;antioquia;5145;caramanta;municipio;-75,643868;5,54853
5;antioquia;5147;carepa;municipio;-76,652652;7,755148
5;antioquia;5148;el carmen de viboral;municipio;-75,333901;6,082885
5;antioquia;5150;carolina;municipio;-75,283192;6,725995
5;antioquia;5154;caucasia;municipio;-75,197996;7,977278
5;antioquia;5172;chigorodó;municipio;-76,681531;7,666147
5;antioquia;5190;cisneros;municipio;-75,087047;6,537829
5;antioquia;5197;cocorná;municipio;-75,185483;6,058295
5;antioquia;5206;concepción;municipio;-75,257587;6,394348
5;antioquia;5209;concordia;municipio;-75,908448;6,045738
5;antioquia;5212;copacabana;municipio;-75,509384;6,348557
5;antioquia;5234;dabeiba;municipio;-76,261614;6,998112
5;antioquia;5237;donmatías;municipio;-75,39263;6,485603
5;antioquia;5240;ebéjico;municipio;-75,766413;6,325615
5;antioquia;5250;el bagre;municipio;-74,799097;7,5975
5;antioquia;5264;entrerríos;municipio;-75,517685;6,566273
5;antioquia;5266;envigado;municipio;-75,582192;6,166695
5;antioquia;5282;fredonia;municipio;-75,675072;5,928039
5;antioquia;5284;frontino;municipio;-76,130765;6,776066
5;antioquia;5306;giraldo;municipio;-75,952158;6,680808
5;antioquia;5308;girardota;municipio;-75,444238;6,379472
5;antioquia;5310;gómez plata;municipio;-75,220018;6,683269
5;antioquia;5313;granada;municipio;-75,184446;6,142892
5;antioquia;5315;guadalupe;municipio;-75,239862;6,815069
5;antioquia;5318;guarne;municipio;-75,441612;6,27787
5;antioquia;5321;guatapé;municipio;-75,160041;6,232461
5;antioquia;5347;heliconia;municipio;-75,734322;6,206757
5;antioquia;5353;hispania;municipio;-75,906587;5,799461
5;antioquia;5360;itagüí;municipio;-75,612056;6,175079
5;antioquia;5361;ituango;municipio;-75,764673;7,171629
5;antioquia;5364;jardín;municipio;-75,818982;5,597542
5;antioquia;5368;jericó;municipio;-75,785499;5,789748
5;antioquia;5376;la ceja;municipio;-75,429433;6,028062
5;antioquia;5380;la estrella;municipio;-75,637708;6,145238
5;antioquia;5390;la pintada;municipio;-75,60781;5,743808
5;antioquia;5400;la unión;municipio;-75,360874;5,973845
5;antioquia;5411;liborina;municipio;-75,812838;6,677316
5;antioquia;5425;maceo;municipio;-74,78716;6,552116
5;antioquia;5440;marinilla;municipio;-75,339345;6,173995
5;antioquia;5467;montebello;municipio;-75,523455;5,946313
5;antioquia;5475;murindó;municipio;-76,817485;6,97771
5;antioquia;5480;mutatá;municipio;-76,435875;7,242875
5;antioquia;5483;nariño;municipio;-75,176262;5,610777
5;antioquia;5490;necoclí;municipio;-76,787271;8,434526
5;antioquia;5495;nechí;municipio;-74,77647;8,094129
5;antioquia;5501;olaya;municipio;-75,811773;6,626492
5;antioquia;5541;peñol;municipio;-75,242693;6,219349
5;antioquia;5543;peque;municipio;-75,910357;7,021029
5;antioquia;5576;pueblorrico;municipio;-75,839903;5,79158
5;antioquia;5579;puerto berrío;municipio;-74,410016;6,487028
5;antioquia;5585;puerto nare;municipio;-74,583012;6,186025
5;antioquia;5591;puerto triunfo;municipio;-74,64119;5,871318
5;antioquia;5604;remedios;municipio;-74,698135;7,029424
5;antioquia;5607;retiro;municipio;-75,501301;6,062454
5;antioquia;5615;rionegro;municipio;-75,377316;6,147148
5;antioquia;5628;sabanalarga;municipio;-75,816645;6,850028
5;antioquia;5631;sabaneta;municipio;-75,615479;6,149903
5;antioquia;5642;salgar;municipio;-75,976807;5,964198
5;antioquia;5647;san andrés de cuerquía;municipio;-75,674564;6,916676
5;antioquia;5649;san carlos;municipio;-74,988097;6,187746
5;antioquia;5652;san francisco;municipio;-75,101562;5,963476
5;antioquia;5656;san jerónimo;municipio;-75,726975;6,44809
5;antioquia;5658;san josé de la montaña;municipio;-75,683352;6,85009
5;antioquia;5659;san juan de urabá;municipio;-76,52857;8,758964
5;antioquia;5660;san luis;municipio;-74,993619;6,043017
5;antioquia;5664;san pedro de los milagros;municipio;-75,556743;6,46012
5;antioquia;5665;san pedro de urabá;municipio;-76,380567;8,276884
5;antioquia;5667;san rafael;municipio;-75,02849;6,293759
5;antioquia;5670;san roque;municipio;-75,019109;6,485939
5;antioquia;5674;san vicente ferrer;municipio;-75,332616;6,282164
5;antioquia;5679;santa bárbara;municipio;-75,567351;5,875527
5;antioquia;5686;santa rosa de osos;municipio;-75,460723;6,643366
5;antioquia;5690;santo domingo;municipio;-75,164903;6,473032
5;antioquia;5697;el santuario;municipio;-75,265465;6,136871
5;antioquia;5736;segovia;municipio;-74,701596;7,079648
5;antioquia;5756;sonsón;municipio;-75,309596;5,714851
5;antioquia;5761;sopetrán;municipio;-75,747378;6,500745
5;antioquia;5789;támesis;municipio;-75,714429;5,664645
5;antioquia;5790;tarazá;municipio;-75,401407;7,580127
5;antioquia;5792;tarso;municipio;-75,822956;5,864542
5;antioquia;5809;titiribí;municipio;-75,791887;6,062391
5;antioquia;5819;toledo;municipio;-75,692281;7,010328
5;antioquia;5837;turbo;municipio;-76,728858;8,089929
5;antioquia;5842;uramita;municipio;-76,173284;6,898393
5;antioquia;5847;urrao;municipio;-76,133951;6,317343
5;antioquia;5854;valdivia;municipio;-75,439274;7,1652
5;antioquia;5856;valparaíso;municipio;-75,624452;5,614555
5;antioquia;5858;vegachí;municipio;-74,798714;6,773525
5;antioquia;5861;venecia;municipio;-75,735544;5,964693
5;antioquia;5873;vigía del fuerte;municipio;-76,896004;6,588164
5;antioquia;5885;yalí;municipio;-74,840059;6,676554
5;antioquia;5887;yarumal;municipio;-75,418828;6,963832
5;antioquia;5890;yolombó;municipio;-75,013385;6,594511
5;antioquia;5893;yondó;municipio;-73,912445;7,00396
5;antioquia;5895;zaragoza;municipio;-74,867075;7,488583
8;atlántico;8001;barranquilla;municipio;-74,815546;10,977961
8;atlántico;8078;baranoa;municipio;-74,916077;10,79445
8;atlántico;8137;campo de la cruz;municipio;-74,880847;10,378291
8;atlántico;8141;candelaria;municipio;-74,879717;10,461903
8;atlántico;8296;galapa;municipio;-74,870385;10,919033
8;atlántico;8372;juan de acosta;municipio;-75,041032;10,83254
8;atlántico;8421;luruaco;municipio;-75,14199;10,610491
8;atlántico;8433;malambo;municipio;-74,776923;10,857086
8;atlántico;8436;manatí;municipio;-74,956867;10,449089
8;atlántico;8520;palmar de varela;municipio;-74,754765;10,738591
8;atlántico;8549;piojó;municipio;-75,107592;10,749216
8;atlántico;8558;polonuevo;municipio;-74,852981;10,777363
8;atlántico;8560;ponedera;municipio;-74,753885;10,641779
8;atlántico;8573;puerto colombia;municipio;-74,888627;11,015322
8;atlántico;8606;repelón;municipio;-75,125534;10,493357
8;atlántico;8634;sabanagrande;municipio;-74,759496;10,792453
8;atlántico;8638;sabanalarga;municipio;-74,921256;10,632091
8;atlántico;8675;santa lucía;municipio;-74,959204;10,324303
8;atlántico;8685;santo tomás;municipio;-74,757859;10,758735
8;atlántico;8758;soledad;municipio;-74,786054;10,909921
8;atlántico;8770;suan;municipio;-74,881687;10,335432
8;atlántico;8832;tubará;municipio;-74,978704;10,873586
8;atlántico;8849;usiacurí;municipio;-74,976985;10,74298
11;bogotá, d.c.;11001;bogotá, d.c.;municipio;-74,106992;4,649251
13;bolívar;13001;cartagena de indias;municipio;-75,496269;10,385126
13;bolívar;13006;achí;municipio;-74,557676;8,570107
13;bolívar;13030;altos del rosario;municipio;-74,164905;8,791865
13;bolívar;13042;arenal;municipio;-73,941099;8,458865
13;bolívar;13052;arjona;municipio;-75,344332;10,25666
13;bolívar;13062;arroyohondo;municipio;-75,019215;10,250075
13;bolívar;13074;barranco de loba;municipio;-74,104391;8,947787
13;bolívar;13140;calamar;municipio;-74,916144;10,250431
13;bolívar;13160;cantagallo;municipio;-73,914605;7,378678
13;bolívar;13188;cicuco;municipio;-74,645981;9,274281
13;bolívar;13212;córdoba;municipio;-74,827399;9,586942
13;bolívar;13222;clemencia;municipio;-75,328469;10,567452
13;bolívar;13244;el carmen de bolívar;municipio;-75,121178;9,718653
13;bolívar;13248;el guamo;municipio;-74,976084;10,030958
13;bolívar;13268;el peñón;municipio;-73,949274;8,988271
13;bolívar;13300;hatillo de loba;municipio;-74,077912;8,956014
13;bolívar;13430;magangué;municipio;-74,766742;9,263799
13;bolívar;13433;mahates;municipio;-75,191643;10,233285
13;bolívar;13440;margarita;municipio;-74,286785;9,153489
13;bolívar;13442;maría la baja;municipio;-75,300516;9,982402
13;bolívar;13458;montecristo;municipio;-74,471176;8,297234
13;bolívar;13468;santa cruz de mompox;municipio;-74,42818;9,244241
13;bolívar;13473;morales;municipio;-73,868172;8,276558
13;bolívar;13490;norosí;municipio;-74,038003;8,526259
13;bolívar;13549;pinillos;municipio;-74,462279;8,914947
13;bolívar;13580;regidor;municipio;-73,821638;8,666258
13;bolívar;13600;río viejo;municipio;-73,840466;8,58795
13;bolívar;13620;san cristóbal;municipio;-75,065076;10,392836
13;bolívar;13647;san estanislao;municipio;-75,153101;10,398602
13;bolívar;13650;san fernando;municipio;-74,323811;9,214183
13;bolívar;13654;san jacinto;municipio;-75,12105;9,830275
13;bolívar;13655;san jacinto del cauca;municipio;-74,721156;8,25158
